english,spanish,endpoint
"Our engineers scanned over 10,000 faces to develop the very first LED mask that forms perfectly to your face - whatever the shape. Check out photos of our employees incorporating FAQTM 202 into their self-care routines…","A diferencia de otras máscaras LED que solo proyectan luz en unos pocos puntos específicos del rostro, las máscaras LED FAQ™ distribuyen la luz de manera uniforme sobre la piel mediante 600 puntos de luz optimizados. Combinado con el aspecto flexi fit, esto garantiza que las longitudes de onda LED penetren cada milímetro de la piel, ofreciendo el mismo tratamiento eficaz en todas las áreas al mismo tiempo, sin importar la forma de tu rostro.",faq-swiss-202
Manuka Honey Primer,La medida perfecta,faq-swiss-202
"Made with real manuka honey, this nutrient-rich primer softens skin and enhances elasticity for a naturally radiant complexion. Apply a thin layer to clean, dry skin and follow with designated FAQTM devices, or massage with fingertips until fully absorbed.","Nuestros ingenieros han escaneado más de 10000 rostros para desarrollar la primera máscara LED que se amolda perfectamente a tu cara, sea cual sea su forma. Echa un vistazo a las fotos de nuestros empleados, que han incorporado FAQ™ 202 a sus rutinas de cuidado personal...",faq-swiss-202
Dermatologist tested & for all skin types.,Manuka Honey Primer,faq-swiss-202
Simple & easy,"Con miel de manuka natural, esta base repleta de nutrientes suaviza la piel y aumenta su elasticidad para que luzca radiante. Aplica una fina capa sobre piel limpia y seca y utiliza tu dispositivo FAQ™, o masajea con la punta de los dedos hasta que se absorba por completo.",faq-swiss-202
STEP 1,Probada dermatológicamente y para todo tipo de pieles.,faq-swiss-202
Put on mask,Fácil y sencillo,faq-swiss-202
"Start with a clean and dry face & apply FAQTM P1, if desired. Then place your FAQTM 202 Silicone LED Face Mask over your face, and secure in place with the headband.",PASO 1,faq-swiss-202
STEP 2,Coloca la máscara,faq-swiss-202
Turn on,"Limpia y seca tu rostro, y aplica si lo deseas FAQ™ P1. Coloca tu máscara LED facial FAQ™ sobre tu rostro, y asegúrala con la cinta de cabeza.",faq-swiss-202
"Press the universal button to turn on your mask. You can change the LED colors by quick-pressing the button again. With FAQTM 202, you can access more settings and pre-programmed treatments via the FAQTM Swiss app. Download the app here.",PASO 2,faq-swiss-202
STEP 3,Enciende,faq-swiss-202
Move freely,Pulsa el botón central para encender tu máscara. Cambia los colores LED pulsando rápidamente el botón. Accede a más ajustes y tratamientos para FAQ™ 202 desde la aplicación. Descarga la aplicación aquí.,faq-swiss-202
"Enjoy your LED facial for up to 15 mins, while you continue with your day - for multitasking at its best. Once finished, press the universal button for 3 seconds to turn off your mask.",PASO 3,faq-swiss-202
"Sustainable Premium quality & a product life of years, with no replacement parts required. Ever.",Muévete con libertad,faq-swiss-202
Sustainable,"Disfruta de un tratamiento LED facial 15 minutos, mientras continúas con tu vida diaria (multitarea en su máxima expresión). Cuando finalice el tratamiento, mantén pulsado el botón central 3 segundos para apagar tu máscara.",faq-swiss-202
"Premium quality & a product life of years, with no replacement parts required. Ever.",Sostenible Un producto de calidad superior que durará muchos años y no requerirá partes remplazables.,faq-swiss-202
Cruelty-free & Vegan No animals were used in the development and testing of this product.,Sostenible,faq-swiss-202
Cruelty-free & Vegan,Un producto de calidad superior que durará muchos años y no requerirá partes remplazables.,faq-swiss-202
No animals were used in the development and testing of this product.,Vegano y cruelty free Ningún animal fue utilizado durante el desarrollo y las pruebas de este producto.,faq-swiss-202
Staggering battery life USB rechargeable with up to 90 mins per single charge.,Vegano y cruelty free,faq-swiss-202
Staggering battery life,Ningún animal fue utilizado durante el desarrollo y las pruebas de este producto.,faq-swiss-202
USB rechargeable with up to 90 mins per single charge.,Batería de duración extrema Recargable por USB con hasta 90 minutos de uso por carga.,faq-swiss-202
"Ultra-hygienic silicone Non-porous, quick-drying, and easy to clean.",Batería de duración extrema,faq-swiss-202
Ultra-hygienic silicone,Recargable por USB con hasta 90 minutos de uso por carga.,faq-swiss-202
"Non-porous, quick-drying, and easy to clean.","Silicona ultra higiénica No porosa, de secado rápido y fácil de limpiar.",faq-swiss-202
LED light,Silicona ultra higiénica,faq-swiss-202
Clinical results & Expert reviews,"No porosa, de secado rápido y fácil de limpiar.",faq-swiss-202
YOU MAY ALSO LIKE,Luz LED,faq-swiss-202
YOU MAY ALSO LIKE,Resultados clínicos y reseñas de expertos,faq-swiss-202
FAQ™ Dual LED Panel,TAMBIÉN TE PUEDE GUSTAR,faq-swiss-202
FAQ™ 402,TAMBIÉN TE PUEDE GUSTAR,faq-swiss-202
FAQ™ 301,FAQ™ Dual LED Panel,faq-swiss-202
FAQ™ 102,FAQ™ 402,faq-swiss-202
INDEPENDENT REVIEWS BY BAZAAR VOICE,FAQ™ 301,faq-swiss-202
INDEPENDENT REVIEWS BY BAZAAR VOICE,FAQ™ 102,faq-swiss-202
See what others think...,RESEÑAS INDEPENDIENTES DE BAZAAR VOICE,faq-swiss-202
FAQ™ 202,RESEÑAS INDEPENDIENTES DE BAZAAR VOICE,faq-swiss-202
FAQ™ 202,Mira lo que piensan otras personas...,faq-swiss-202
FAQ™ 202 plus,FAQ™ 202,faq-swiss-202
FAQ™ 202 plus,FAQ™ 202,faq-swiss-202
FAQ™ 201,FAQ™ 202 plus,faq-swiss-202
FAQ™ 202,FAQ™ 202 plus,faq-swiss-202
FAQ™ 211,FAQ™ 201,faq-swiss-202
FAQ™ 221,FAQ™ 202,faq-swiss-202
Log in User profile My devices My orders My addresses,FAQ™ 211,faq-swiss-202
Log in,FAQ™ 221,faq-swiss-202
User profile,Iniciar sesión Perfil de usuario Mis dispositivos Mis pedidos Mis direcciones,faq-swiss-202
My devices,Iniciar sesión,faq-swiss-202
My orders,Perfil de usuario,faq-swiss-202
My addresses,Mis dispositivos,faq-swiss-202
BLACK FRIDAY 2025 GET THE CODE,Mis pedidos,faq-swiss-202
GET THE CODE,Mis direcciones,faq-swiss-202
PRE-ORDER + GIFT FAQ™ 202 plus,BLACK FRIDAY 2025 CONSÍGUE EL CÓDIGO,faq-swiss-202
FAQ™ 202 plus,CONSÍGUE EL CÓDIGO,faq-swiss-202
NEW FAQ™ 502,RESERVA + REGALO FAQ™ 202 plus,faq-swiss-202
FAQ™ 502,FAQ™ 202 plus,faq-swiss-202
Popular Special offers Bestsellers Red light therapy,NUEVO FAQ™ 502,faq-swiss-202
Special offers,FAQ™ 502,faq-swiss-202
Bestsellers,Popular Sorpresas especiales Superventas Terapia de luz roja,faq-swiss-202
Red light therapy,Sorpresas especiales,faq-swiss-202
"Swedish beauty routine Facial cleansing LUNA™ 4 Anti-aging massage LUNA™ 4 plus Anti-aging massage, LED heating LUNA™ 4 MEN For men, anti-aging massage LUNA™ 4 mini For young skin, T-zone LUNA™ 4 go For travel or gym bag LUNA™ skincare Premium cleansers & balm LUNA™ devices All facial cleansing devices Facelift BEAR™ 2 Microcurrent toning device BEAR™ 2 go Microcurrent toning on-the-go BEAR™ 2 eyes & lips Microcurrent line smoothing device Facelift skincare Premium anti-aging skincare BEAR™ devices All premium facelift devices Hydration UFO™ 3 Deep facial hydration device UFO™ 3 LED Near-infrared and red light therapy device UFO™ 3 mini Red light therapy device for young skin UFO™ 3 go Portable red light therapy Masks Rejuvenation & hydration UFO™ devices All deep facial hydration devices Oral care issa™ 4 Hybrid silicone sonic toothbrush issa™ 4 plus Smart hybrid silicone sonic toothbrush issa™ 4 smile Hybrid silicone sonic toothbrush issa™ 4 baby For ages 0-3 ISSA™ devices All silicone sonic toothbrushes",Superventas,faq-swiss-202
"Facial cleansing LUNA™ 4 Anti-aging massage LUNA™ 4 plus Anti-aging massage, LED heating LUNA™ 4 MEN For men, anti-aging massage LUNA™ 4 mini For young skin, T-zone LUNA™ 4 go For travel or gym bag LUNA™ skincare Premium cleansers & balm LUNA™ devices All facial cleansing devices",Terapia de luz roja,faq-swiss-202
LUNA™ 4 Anti-aging massage,"RUTINA SUECAS DE BELLEZA Limpieza facial LUNA™ 4 Masaje antiedad LUNA™ 4 Plus Masaje antiedad y calor LED LUNA™ 4 Men Masaje antiedad para hombres LUNA™ 4 mini Zona-T, para piel joven LUNA™ 4 go Para llevar siempre contigo Cuidado de la piel LUNA™ Limpiadores y bálsamos faciales premium Dispositivos LUNA™ Todos los dispositivos de limpieza facial Lifting facial BEAR™ 2 Tonificador facial de microcorrientes BEAR™ 2 go Tonificación con microcorrientes sobre la marcha BEAR™ 2 eyes & lips Dispositivo rejuvenecedor de microcorrientes Lifting facial Cuidado de la piel antiedad Dispositivos BEAR™ Todos los dispositivos de lifting facial premium Hidratación UFO™ 3 Dispositivo de hidratación facial profunda UFO™ 3 LED Dispositivo LED para una hidratación facial profunda UFO™ 3 mini Hidratación facial profunda para piel joven UFO™ 3 go Hidratación facial profunda sobre la marcha Mascarillas Rejuvenecimiento e hidratación Dispositivos UFO™ Todos los dispositivos de hidratación facial profunda Cuidado bucal issa™ 4 Cepillo de dientes sónico híbrido de silicona issa™ 4 plus Cepillo de dientes sónico híbrido de silicona inteligente issa™ 4 smile Cepillo de dientes sónico híbrido de silicona issa™ 4 baby Para niños de 0 a 3 años Dispositivos ISSA™ Todos los cepillos de dientes sónicos de silicona",faq-swiss-202
"LUNA™ 4 plus Anti-aging massage, LED heating","Limpieza facial LUNA™ 4 Masaje antiedad LUNA™ 4 Plus Masaje antiedad y calor LED LUNA™ 4 Men Masaje antiedad para hombres LUNA™ 4 mini Zona-T, para piel joven LUNA™ 4 go Para llevar siempre contigo Cuidado de la piel LUNA™ Limpiadores y bálsamos faciales premium Dispositivos LUNA™ Todos los dispositivos de limpieza facial",faq-swiss-202
"LUNA™ 4 MEN For men, anti-aging massage",LUNA™ 4 Masaje antiedad,faq-swiss-202
"LUNA™ 4 mini For young skin, T-zone",LUNA™ 4 Plus Masaje antiedad y calor LED,faq-swiss-202
LUNA™ 4 go For travel or gym bag,LUNA™ 4 Men Masaje antiedad para hombres,faq-swiss-202
LUNA™ skincare Premium cleansers & balm,"LUNA™ 4 mini Zona-T, para piel joven",faq-swiss-202
LUNA™ devices All facial cleansing devices,LUNA™ 4 go Para llevar siempre contigo,faq-swiss-202
Facelift BEAR™ 2 Microcurrent toning device BEAR™ 2 go Microcurrent toning on-the-go BEAR™ 2 eyes & lips Microcurrent line smoothing device Facelift skincare Premium anti-aging skincare BEAR™ devices All premium facelift devices,Cuidado de la piel LUNA™ Limpiadores y bálsamos faciales premium,faq-swiss-202
BEAR™ 2 Microcurrent toning device,Dispositivos LUNA™ Todos los dispositivos de limpieza facial,faq-swiss-202
BEAR™ 2 go Microcurrent toning on-the-go,Lifting facial BEAR™ 2 Tonificador facial de microcorrientes BEAR™ 2 go Tonificación con microcorrientes sobre la marcha BEAR™ 2 eyes & lips Dispositivo rejuvenecedor de microcorrientes Lifting facial Cuidado de la piel antiedad Dispositivos BEAR™ Todos los dispositivos de lifting facial premium,faq-swiss-202
BEAR™ 2 eyes & lips Microcurrent line smoothing device,BEAR™ 2 Tonificador facial de microcorrientes,faq-swiss-202
Facelift skincare Premium anti-aging skincare,BEAR™ 2 go Tonificación con microcorrientes sobre la marcha,faq-swiss-202
BEAR™ devices All premium facelift devices,BEAR™ 2 eyes & lips Dispositivo rejuvenecedor de microcorrientes,faq-swiss-202
Hydration UFO™ 3 Deep facial hydration device UFO™ 3 LED Near-infrared and red light therapy device UFO™ 3 mini Red light therapy device for young skin UFO™ 3 go Portable red light therapy Masks Rejuvenation & hydration UFO™ devices All deep facial hydration devices,Lifting facial Cuidado de la piel antiedad,faq-swiss-202
UFO™ 3 Deep facial hydration device,Dispositivos BEAR™ Todos los dispositivos de lifting facial premium,faq-swiss-202
UFO™ 3 LED Near-infrared and red light therapy device,Hidratación UFO™ 3 Dispositivo de hidratación facial profunda UFO™ 3 LED Dispositivo LED para una hidratación facial profunda UFO™ 3 mini Hidratación facial profunda para piel joven UFO™ 3 go Hidratación facial profunda sobre la marcha Mascarillas Rejuvenecimiento e hidratación Dispositivos UFO™ Todos los dispositivos de hidratación facial profunda,faq-swiss-202
UFO™ 3 mini Red light therapy device for young skin,UFO™ 3 Dispositivo de hidratación facial profunda,faq-swiss-202
UFO™ 3 go Portable red light therapy,UFO™ 3 LED Dispositivo LED para una hidratación facial profunda,faq-swiss-202
Masks Rejuvenation & hydration,UFO™ 3 mini Hidratación facial profunda para piel joven,faq-swiss-202
UFO™ devices All deep facial hydration devices,UFO™ 3 go Hidratación facial profunda sobre la marcha,faq-swiss-202
Oral care issa™ 4 Hybrid silicone sonic toothbrush issa™ 4 plus Smart hybrid silicone sonic toothbrush issa™ 4 smile Hybrid silicone sonic toothbrush issa™ 4 baby For ages 0-3 ISSA™ devices All silicone sonic toothbrushes,Mascarillas Rejuvenecimiento e hidratación,faq-swiss-202
issa™ 4 Hybrid silicone sonic toothbrush,Dispositivos UFO™ Todos los dispositivos de hidratación facial profunda,faq-swiss-202
issa™ 4 plus Smart hybrid silicone sonic toothbrush,Cuidado bucal issa™ 4 Cepillo de dientes sónico híbrido de silicona issa™ 4 plus Cepillo de dientes sónico híbrido de silicona inteligente issa™ 4 smile Cepillo de dientes sónico híbrido de silicona issa™ 4 baby Para niños de 0 a 3 años Dispositivos ISSA™ Todos los cepillos de dientes sónicos de silicona,faq-swiss-202
issa™ 4 smile Hybrid silicone sonic toothbrush,issa™ 4 Cepillo de dientes sónico híbrido de silicona,faq-swiss-202
issa™ 4 baby For ages 0-3,issa™ 4 plus Cepillo de dientes sónico híbrido de silicona inteligente,faq-swiss-202
